listing_name,listing_price,listing_shipping_price,listing_color,listing_brand,keyword_brand_new,keyword_in_box,keyword_authentic,keyword_rare,keyword_limEdit,keyword_deadstock,keyword_classic,keyword_retro,keyword_vintage,keyword_OG,keyword_lifestyle,keyword_casual,keyword_athletic,keyword_running,keyword_basketball,keyword_low,keyword_mid,keyword_high,keyword_shoes,keyword_sneakers
???�nike air jordan 5 toro bravo raging bulls (size 8) in-hand ready to ship,200.00,0.00,Red,Air Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
???�size 8 - jordan delta sp sail cw0782-141 �??in hand - shipped fast,199.90,9.80,White,Air Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
�??air jordan 1 low team red size 11w/10m dc0774-116 bronze eclipse brand new �??,149.00,18.35,Red,Air Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
�??air jordan 1 low team red size 9w/8m dc0774-116 bronze eclipse brand new �??,149.00,18.35,Red,Air Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
�??air jordan retro 5 raging bull/toro bravo 2021 dd0587-600 size 11 brand new�??,235.00,18.35,Red,Air Jordan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
�??air nike air jordan 1 mid linen 554724-082 size 9 men brand new fast ship�??,170.00,18.35,White,Air Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
�??nike air jordan 1 low black/medium grey/white men's size 7m (553558-040)�??,165.00,18.35,White,Air Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
�??nike air jordan 1 low retro blue black white dh0206-400 size 12,138.99,21.15,White,Air Jordan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
�??nike air jordan 1 low retro blue black white dh0206-400 size 13 new�??,179.00,0.00,Black,Air Jordan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
�??nike air jordan 1 mid linen 554724-082 size 10 men brand new fast ship�??,170.00,18.35,White,Air Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
�??nike air jordan 1 mid linen 554724-082 size 9 men brand new fast ship�??,170.00,18.35,White,Air Jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
�??nike air jordan 11 retro low ie bred 2021 mens size 11 black red 919712 023�??,239.00,0.00,Black,Air Jordan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
�??nike air jordan 6 retro bordeaux ct8529-063 mens size 13 brand new�??,220.00,18.35,Black,Air Jordan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[554724-073] nike air jordan 1 mid black/white-light smoke grey men's size 8,243.00,0.00,Black,Air Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[772109] men adidas samba classic,61.99,0.00,White,adidas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
