listing_name,listing_price,listing_shipping_price,listing_color,listing_brand,keyword_brand_new,keyword_in_box,keyword_authentic,keyword_rare,keyword_limEdit,keyword_deadstock,keyword_classic,keyword_retro,keyword_vintage,keyword_OG,keyword_lifestyle,keyword_casual,keyword_athletic,keyword_running,keyword_basketball,keyword_low,keyword_mid,keyword_high,keyword_shoes,keyword_sneakers
"adidas climacool vento mens running sneakers shoes - black,red",$109.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
adidas climacool vento men's shoes solar yellow core black fz1717 new sz 10,$99.95,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adidas cloudfoam ultimate mens memory foam running shoes fitness gym trainers,$80.52,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
adidas cloudfoam ultimate running shoes bc0018 mens size 11.5 black,$85,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
adidas combat speed 5 black wrestling boxing shoes adult men's size 9.5,$62,$12,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adidas consortium fyw xta sand black sub green hiking fy0951 multiple sizes,$119.99,$9.99,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adidas consortium torsion trdc in off white/core black/solar yellow ee7999 8-12,$64,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adidas consortium x day one ado crazy team black by2870 mens sneakers,$74.95,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"adidas copa kapitan .2 firm ground mens soccer cleats cleated,firm ground -",$94.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adidas copa nationale men’s athletic sneaker black trainers skateboard shoe,$69.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
adidas copa sense.3 tf black yellow white men football soccer shoes fw6529,$79.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adidas cosmic 2 mens running sneakers shoes - black - size 6.5 d,$69.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
adidas country og fv1224 sneakers black x white low cut,$102.59,$0,Black,adidas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
adidas court vision 2 white/black/red men's 8.5,$89,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adidas courtjam bounce mens tennis sneakers shoes casual - black,$84.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
adidas crazy byw 2 black royal mens sizes bd7998,$69.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adidas crazy byw boost lifestyle basketball casual shoes (b37480) sz us mens 11,$89.89,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
adidas crazy explosive mens basketball sneakers shoes casual - black - size 20,$112.8,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
adidas crazychaos men's gym sneakers running shoes cushioned ef1053,$79,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"adidas crazylight boost 2.5 mens shoes size 9.5, color: white/black",$84.9,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adidas crazylight boost 2018 usa mens basketball sneakers shoes casual -,$56.35,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
adidas crestwood mid basketbals sneakers men shoes black/white/red size 9.5 new,$89.99,$12.99,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
adidas d rose 10 mens basketball sneakers shoes casual - black,$129.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"adidas d rose 10 mens basketball sneakers shoes casual - black,grey,white -",$109.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
adidas d rose 11 mens basketball sneakers shoes casual - black,$129.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
adidas d rose 11 sweet home chicago derrick rose xi men basketball shoe fu7404,$114.99,$0,Black,adidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
