listing_name,listing_price,listing_shipping_price,listing_color,listing_brand,keyword_brand_new,keyword_in_box,keyword_authentic,keyword_rare,keyword_limEdit,keyword_deadstock,keyword_classic,keyword_retro,keyword_vintage,keyword_OG,keyword_lifestyle,keyword_casual,keyword_athletic,keyword_running,keyword_basketball,keyword_low,keyword_mid,keyword_high,keyword_shoes,keyword_sneakers
ds new balance fresh foam cruz black grey size 10 authentic rare vintage vtg,$50,$0,Black,New Balance,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ds size 13 - new balance 992 black,$180,$9.3,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glow-in-the-dark new balance vazee rush mens rave shoes size 13,$111.11,$11.18,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https//www.ebay.com/itm/133809902317?_trkparms=ispr%3d1&hash=item1f27b112edgc0maaoswxabg4yjs&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orssjcgwtchxuyer6tttfg2rgtpeyhpjjcepa0felz2yhbuacbrj6o65cahisdtbvp62e%252bcd%252fk6qkuidvpevskjysvgug270nbefbnv7lckztrklygzxpcnx2rqofvdnatapl3yxowarhkzbwoxaveuzt5ozs0mbewritu%252bshb%252f7aspdltx0loa03vcvj9sypusqh86spp3cahrtwrdx%252bu682aok4mtl0sdjw%252b2nucwjlen1r96xx2en0wxipaxr8a3ngp1rvht%252bywuqoqjnoxgll2jf%252b3zbzb3ztkvm5qzuxaoqylihxfvb2cv6whirgjelappfzkuslnne9knomktdmjfh4%252b9t3mwlz%252bi8ylvwtjwhedq3sryb%252bj5sqgtyaidoogkqcaulelapkm09%252fnkzqysf2yenemku%252bnnbriqaeu6zxzhqhyy%252bdqrqnywoxiasj57bp%252f%252buw7p9vds8fsjz3scgfazgi5eqc894mytxmemn3%252fzj%252bguxjhmqhwsxzf9rvojaevl4nsbmmptn%252bbyvjmvrzzqxjiwtfwoilhx6ddqmatc%252f1smn6dl50bdjb79qrvxq5fm8tzjn%252btizywgefvn2mdeqkt3qlfbvtn2ydnkbjvur1gdwufusqvvx%252fah4ticx6l%252fc%252bnh4h8qa5sn9ax%252becjw1k0fitlwogjw9aki6gr%252ffirvro5dyis3ungxucinwbffll%252f3w6ydj35qhviza4l%252f65fhzvzsq2vsclvn7cmzw0eirrfid9tb8s1hrfzv49uznnkq7puie777vk4hohw5axf2pkevgs9pxxyvcufkc7mrn9mgkzwbkatjh%7campid%3apl_clk%7cclp%3a2499334&var=433256662075,$52.79,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/154536730784?epid=20043990812&_trkparms=ispr%3d1&hash=item23fb1b60a0glveaaoswwkjhhfvh&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orssrvyrr9yp5pp7pidqihx%252bhe80pewtbtkay8wzlr39z9gq5vbis21qyt6adb4ga7qbxji3glh7qqeaaclxt5yj3ztmlswn2qdr7h%252b%252bzpuf4ntiq5drwauem3sxvx%252bgf89gcdybe474ejwhpryuqu31wluytrokegxy7lmucet55ghzokyix19nvm3sxp4qbq7una2bk1b1fex9ywxdzpwktbsdulcvpwnmddrigdqy8v8vq903mnamm%252fwvhdops31s%252bvzxh4hzyab1v4z7wm9dnbkeg5katfdm24g1kw9dgusxcaoq3mekqxfp6fr0%252foghwkfkt1k%252bxycdgish9g%252frjtd8togcowpdmqvnjtzelt8jvxu%252bmihew336hklfwlovqjlwrp8boyexrbt243uw9hslkbpj7xueedpjdyzx0j2xqhuzfw0sz7eqmqn%252b9ajv%252f%252fh1higijlncyoaz0ym6f9xabg64fijrfeo6vmoesd3to5ccjxwwvdlavxrwwlfp9koiahttciej1fid%252bqfac3jldmptstnaubq2g9vkorn%252foieo7ufhrlvegztfhxgeronjlvqqesshlgdsgw5f2fk7jyvqyk1xavyidntm9aayehodez2rlcfx8%252bosfmlhq462pfkz3wlnwaigwnvbqorypksbslvk7fhlvm%252fujet62j5tiw6asc6q85nrxxzleqsaskw7kus8kw0vpxutg4xhcncyoxfuxdf%252bb%252ff4petms521xynsnefk%252fdo8uccczbvkvcm8i16tbvceqkq%252fakceftssvggefjmvweo0rlnbqyrvgzsrcmuofpn6gkdw%7campid%3apl_clk%7cclp%3a2499334,$165.48,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/164137917533?hash=item263761dc5dgr04aaoswu8reeuwl&var=464635467636,$67.5,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/194365089651?_trkparms=ispr%3d1&hash=item2d410fe773gyu4aaosw0nthqahe&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orssmjp5lymjvym%252b0khumc1diexzcsq%252f1s6ixyazzrbx2rxp%252flsyewxcles0plcw%252b9cp%252b98btbe%252f%252f7iqbihrcbi0o9uvpxcl2qo9zeq2cetf4vykoe0npqtkjkojqbwobsy9prtxwnjq2nqpgfccc4cgeaabwobrqxtrsf5%252ffuoxln1qut07cehki4nye5s%252bszrfiztm7%252favbrabhblq%252fsixtfclw8hvjihvkyhiqysjsjv2yjrcz1mydfxqtalo%252fsui9itqzrdvus%252btxxbheanxijznrmz0vujfijbp7bmjajn2nslix7eaguobw1geqnoio4a1kan2mxipuniapwdrq2lak2glyjmtjhu2hniuvll2mtsxonva%252btqgp%252bicll2z%252fdw9mgcecpiweiyfeoaatdsticunc83ngodhcg9dixia3gioqw5menckhfx18r00bd%252b96mm2i3slrjncqmpw6q2hczpez9d0dnq2wbaxctpkjpoyovm6od2jvwujv59ql%252fvtkyfetx72nq7lhnd9wx7uhosl%252ftqezsfi5dforkvmpq8fiwanh1kqs3oufavbegc03gew9vtgbxyqq3ccldtmooraxiafpca47mcb5lsrkxavbuqspkaucxke3koztcndyoymedfg4uxcvbniijyjckvdtalfcsaxyyogmmiispkqmvj7fx6iesuhaayd9kbw%252bzgt%252bfl0tpzxxusmm8keyorswquz7n8oqqzemjpftlc%252fejmvjaycvz3l0khoayb5c3l8rsaslc3nglvzbwm16wcdtszz%252flxdjfket%252fq1na8dfx830kgpndkcmoj9%7campid%3apl_clk%7cclp%3a2499334&var=494481714930,$84,$14.95,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/224642511902?epid=21043990599&_trkparms=ispr%3d1&hash=item344dbcb41eguj8aaoswwrdhyyes&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orssk%252b2m%252ffp5x4rboltbp5ninrwt28p9fbiez73g1dg0rgrojmxxiiltv5vy6x9w%252f8qkx9tw3g3bzosoz8zcivwwyzrp0glu4yolko7l%252bj9q6tk%252b3xdmaaqe7fno%252bcbntxg%252bqllbjpm9q%252bq6cuf0ctphc04pjby0vdvdedjwvpsr9ocyws1uzdmv40vocpgucbrozhrhgzp%252beuknx3evutaaq0zxjunjoyc4y2zuusp2bwpbchxejgg3h861x8w109kvtruulb7tadxpbsewa%252b9ob3fa812evhfeymd%252fgxvrw2g4knen8drjljjzhmi1psywqiby%252bos6iy36ejepdoyax5ob1mqemxsd%252fjkkc2%252fi8in6gzhiz5wcecfspwj2yk%252bh7pmsopwecm0xw%252bc%252b%252b5xjcf6ufyga76%252fmu9rdrc5ggfv0cfdkjcdvh2logbjto6nfx9oydyfvlzjmm%252fkzj5mytroyq%252bzxzojynvh8rf9z8zaifrc31dmew7qa52s8csgzmltpgffgork4gbhotna3vbl5dmix6fevtu0xiad8hgsn44k5o36axji7t%252bx9buuakyonhsq1fvkicagxdcjvn%252bvj7jn321bankqozj3lnbkxe63v09n5pdr%252fdkan45cmzu%252fdt%252bq68rruzrt%252bnjwmzpghkh1m7%252bbekndimfqkwzgamtxsjp73krghrlmys4mpmq83e7mziq9wvq4fpmsx1%252bvio2bwseijf3tdgw%252fssrl9pptdm3vvlcavneuufaby1ycqd9jc8q4iaegp18lubujhjulsj9y15xjl1xz4fltsd8pn%252b4pbprfghuzpmb4b%7campid%3apl_clk%7cclp%3a2499334,$55,$12.04,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/284358336125?_trkparms=ispr%3d1&hash=item423513de7dg2zcaaosw1nrg4ow3&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orsss2tefnazyjxa1q1yvqaaqng%252bd1rhphvwhpcpjrmg8hacq5csopiizjy4ahogap%252bdksodfcsesa5hc6v8a1hhnfozptcv9y5pam1mxf1vnbh0fau%252f7eeviksgstqytqsgryjn0q93rb8rpezo8jv9jg1n6owl6fmuofspjtcs2abfkfk4rdg%252b9rr0x%252fxkmrdnolibxpozdaptfdolqrwk5bhtysf7tilhfm4cls6atju%252bdtxnmgckrsgdhtosi4locq2ix9abhw6qpnakogkutnbhpc%252bnmqfsks%252btymcq%252f2rhscbum18q9x6imyke94imy5lguodu39f5ladpgvbdbocteklixogallhullq8mh%252bxtlukympbcy0mholpjwriy0uruw%252b2litcfvymod7mlqturmuaaqy0ftew%252berty72watbrjyeoa1uyigvfl8ouqes%252b1px7kbxlghrnlhgsrp1egl0mvb7difqdbto236lkagzrpqo%252f6cpatnorickf%252fcb9rb0r0dabaebvjng0opeqwxkxvyffal%252fe0lf67vhzfcp%252fgsnehz6tlku%252banrtltzqgwvr5n%252byxfctwjlvhv77shgsxfhmhq0szilr0mw97eqio4jufytp9etqxauxwkkimox8snh9t4qv4iy3rirdwktsswzxaqh2wzto1lov8zs6f%252f2kzfqb5zn%252f%252b2ewro9wqxwctrnf6fwqlcm7bdequxz8n4w9ss17zei9gnkkudfer0ygy1g7lajv%252fsolkupn7hezfovwgzqngxvmpztefvelce3zkf9kg4yvlusu9txpmj3tve07f9kauoxk%7campid%3apl_clk%7cclp%3a2499334,$50,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/291284868607?hash=item43d1ee5dffgfy0aaoswbahu84vx&var=590503617080,$69.97,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
