listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_color,listing_brand,listing_model,listing_size
new balance mens burgundy m1540bg3 low top athletic running shoes size 10 d,https://www.ebay.com/p/13045633274?iid=304179626720,$99.99,0,"","","","",Red,New Balance,,Size 10
new balance mens burgundy mrl420sy 420 re-engineered lace up sneaker shoes sz 7,https://www.ebay.com/itm/304119383195?hash=item46ceed849b:g:BrgAAOSwWhRhJJMe,$59.99,0,"",fliptheworldtx,https://www.ebay.com/usr/fliptheworldtx?_trksid=p2047675.l2559,99.4% Positive feedback,Red,New Balance,200,
new balance mens burn x2 low-cut lacrosse shoe white/red 14 w us,https://www.ebay.com/itm/124946449714?hash=item1d17638532:g:MVcAAOSwFB9hY65D,$141.09,0,Authenticity Guarantee,akit-72,https://www.ebay.com/usr/akit-72?_trksid=p2047675.l2559,99% Positive feedback,Red,New Balance,,Size 14
new balance mens burn x2 low-cut lacrosse shoe white/red 6 w us,https://www.ebay.com/itm/174982013859?hash=item28bdbda3a3:g:BWUAAOSwa45hbGXs,$138.19,0,Authenticity Guarantee,lioramar1,https://www.ebay.com/usr/lioramar1?_trksid=p2047675.l2559,98.3% Positive feedback,Red,New Balance,,Size 6
"new balance mens burn x2 low-cut lacrosse shoe, white/red, 7m us",https://www.ebay.com/itm/234130489505?hash=item368343c0a1:g:27cAAOSw2aRhEcKY,$65.56,2.99,"",salechamps,https://www.ebay.com/usr/salechamps?_trksid=p2047675.l2559,99.9% Positive feedback,Red,New Balance,,
new balance mens burn x2 mid-cut lacrosse shoe white/red 5 m us,https://www.ebay.com/itm/174986100053?hash=item28bdfbfd55:g:l88AAOSw~tdhcB1n,$147.42,0,Authenticity Guarantee,lioramar1,https://www.ebay.com/usr/lioramar1?_trksid=p2047675.l2559,98.3% Positive feedback,Red,New Balance,,Size 5
new balance mens classic high top basketball shoes size 9 white bb480he,https://www.ebay.com/itm/255023139648?hash=item3b60904b40:g:IRgAAOSwTalgzqrN,$145,9.95,"",asierra787,https://www.ebay.com/usr/asierra787?_trksid=p2047675.l2559,100% Positive feedback,White,New Balance,400,Size 9
new balance mens classic sneakers black size 5,https://www.ebay.com/p/24045626807?iid=284389951157,$79.99,0,"",nowandthenfl,https://www.ebay.com/usr/nowandthenfl?_trksid=p2047675.l2559,99.4% Positive feedback,Black,New Balance,,Size 5
new balance mens classic traditionnels ml801bed red-white,https://www.ebay.com/p/23043999275?iid=264523399697&var=564245915515,$92.99,0,"","","","",Red,New Balance,800,
new balance mens classics traditionnels cm997haj white/blue/crimson red,https://www.ebay.com/p/17043988078?iid=264523399406&var=564245915192,$82.99,0,"","","","",Red,New Balance,700,
new balance mens classics traditionnels ml574mda size 7m us,https://www.ebay.com/p/4043984010?iid=254928911862,$129,0,Authenticity Guarantee,"","","",Red,New Balance,400,Size 7
new balance mens classics traditionnels ml801bec black-white,https://www.ebay.com/itm/312239511802?hash=item48b2ecd8fa:g:h4cAAOSwyohbfKov&var=612363946392,$92.99,0,"",nidar77,https://www.ebay.com/usr/nidar77?_trksid=p2047675.l2559,97.7% Positive feedback,Black,New Balance,800,
new balance mens clay court 696v4 tennis shoes blue with blue,https://www.ebay.com/itm/203403013285?_trkparms=ispr%3D1&hash=item2f5bc3aca5:g:APUAAOSwYT1hYLMa&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDbb8Xz6YxVYplPlqqf7B31RiNTuUSKw%252FedM7ugweEd40x%252B6p189PjMeaWOpaSI%252FOrMYuqEs43pIDwh%252FOPfaLN2RBhsDGpReYExpVfPe3E1QWcOP6vBlfVrue47b5u0g1sTZZXbCZRaswztDrAJQ8mHk4oy8cWrw%252BWR%252BYzMOb%252Fj3muT1oNYuIJJaiHS4kRBfFjlli788Ht%252BNQfXfH1Id3BojTdFIFlStERZERsME5l%252BL7tzXNlqahgfmcsFelFKy0mdaJTU9r63ZTdc2cprPXUh8%252BH8jCrCUAIbtQHGl3uWL8HQbBGoHYdetxIkJxJvFQ6kpccC7pOwpjNL9jCQKSyGB7QNrLzNL6sjcEXXO%252BEGlYGJa%252BK2949ckMf9AJvsBqRKNQaWmKhwdDlHJmAqMU%252BwShq2r1o9vwaoVdBcOUr5QxJX3zUhajsJWUczoKQvZ1LxFYNWhAlZ3rPB6J2wvBA1BRTiGycdVedGZFt8RIK79G%252BuIop96hsQ8XFOp3dDU%252FSPQKNh%252Bh%252BH2YLERocXld5bMDlvm3WIwbpoEpcjBUb2%252B1T8ytSM1AXWFLZ18WEs%252B2ldx798iFIXhdKz6V6RuW3b3wtTg4BJQPytmlQYQZMJW9CjrLYr0zAxtSfSWHZBKxceJKLBluHqNJY2FARul0pdICKBbDQfakZ%252F9HPT11LZzTIT9pdnUUmZDtdCBBMVBsvryxGxtJsfWBdy3v5S8XWq4ktLUI5QaO6xE5fF88RdhqTNDuhKjZ6tHKumkAtWLNmtpIL%252FVwlCUvAhLJL7VT9OcT%252BJ2VRXnUU6%252FkrEE5plMJoJ6aRb3lsnx6FdtFvW1s%7Campid%3APL_CLK%7Cclp%3A2499334&var=503794329970,$51.69,0,"",joesoutlet,https://www.ebay.com/usr/joesoutlet?_trksid=p2047675.l2559,98.4% Positive feedback,Blue,New Balance,,
new balance mens cm 997 haj running sneaker size 10 nib,https://www.ebay.com/p/16043985489?iid=294132125049,$69.99,0,"","","","",White,New Balance,700,Size 10
new balance mens comp 100 shoes blue with red,https://www.ebay.com/itm/324387086346?_trkparms=ispr%3D1&hash=item4b86fa200a:g:XfwAAOSwgPtfvDtM&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSOsplSiqug7sS7XxKGLiF39ybe9nOlNF3MjA5QRTsP2ykWfOXVVnc1WiSrbVfWlzDmxKFGrg1905agSSP9PHhDZQIBn%252BF6%252FOi5ioWyognbXA5SuExw6aRvyuMzf9pVlQg3qOFj12qLTGtqPuyUZw3MXvMIP2QBkB5khrmmCh8Uu2muaahR0zst%252FuZSEtsuoA43L95f5e6pnUOlgEJLMCN4oygdbe7iAa9TediXbuneCQ212fAgHatcsBUd5eRUyR3M0iCLG5GES%252BO7O0%252BHV%252FkBHFg%252Bijq%252FmaNdw53Ylz%252BNIJbj0YqLgpzhJ3lB6T926wL%252FMKzKJsA8q8Nq%252F4789PC%252Ffy%252Bk5sUSfY%252BF1sVkUv5vHmh%252FIT9%252FLXla0xloHGXSUlLFyJwb69aLoo0nVyVS%252Fv3dUTmAY5v55eobW3FQXUzJeDEi5IJMzM6%252FzWw%252FPYsLQ1o6Jk34VPb%252F0q9dBDAqDRU5sOkifJIdSGcYV2VJFNddTvQI9x3jzpzi3GMhlcNTdnMyYeTou6mCX55V%252B1UREzpSbf6hQKkQrRsCsYc30tyZBOxMjBNyGLfzkk3cEKqaWCPYJ9sODRDsY3tbRX0TwnJBy9pJ71le5he9GmEU1Egp7S4bPj0Z44quNdoCoYhLZV4yCpo4E4G%252BQbr5zG%252FJkUv2Axni3pmJQTk%252F3EYC%252F2DV7lAAv%252BGZuCcggPozGi8lzRHy%252FaiJExO1iFBMF28%252FVphfN6gxJqTF%252B8edDO%252FLIjdUi3%252FfWGiew5fqrnHS7XUNX%252BPHXkT8u%252BnvbF8SyudHREWqZtbWFVTHkidPOOhjIAB9ybnJMXpYpbueb5SOVV4e%252FT0%7Campid%3APL_CLK%7Cclp%3A2499334&var=513656639728,$59.99,0,"",joesoutlet,https://www.ebay.com/usr/joesoutlet?_trksid=p2047675.l2559,98.4% Positive feedback,Blue,New Balance,1000,
"new balance mens comp 100 shoes blue with red, size 14 usa",https://www.ebay.com/itm/384300146224?hash=item597a12de30:g:0f4AAOSw7hRhAfwZ,$70,14.79,"",copperleaf8,https://www.ebay.com/usr/copperleaf8?_trksid=p2047675.l2559,100% Positive feedback,Red,New Balance,1000,Size 14
new balance mens composite toe 589 v1 industrial shoe black/toro red,https://www.ebay.com/itm/144195780129?_trkparms=ispr%3D1&hash=item2192bcfe21:g:kCoAAOSwGh1ge0h1&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStz9xmFVBsUWjIyPqJlXwjInyeMc%252Fkq8ZK0zyP1FxsAYUmyRzK8DZovvJgnDx0hCpymikyc8lvq92J4rRy%252Fl2hnGwHDNQaOS%252B52tClXHKowiV4nb3HLUq%252BKgOFwVBsFuApdUorT1%252Bv39j2cvSXlCemE8w42fHlcq6LSram%252F4WsKOjkK30pWGihf%252FsaBzbDA9nqwccR%252BXPiml%252FTU78mxR6zCHFeGAHXx6z2nAbgOFcbk0ItezmSbbOF0l3m0JcKvkNmVsjimmH1OvdJ89q6serXRknO52gWcB6XtbDKO14yavTG6XxU8wEeqI8L63iRUqtsmCn3lU0UwFsDaogLoqE88LCgCZ%252BE7xfyRLcAgfb8kUpR0jacpjzwI5IgrDzytO3M%252FsXrz3r6XrIchoNkCeA6HKrzKst4PFwsWyFqMdArSMF9ZztS6TmJRX90NspXLy65stz%252FtGZKSogNvOPNmWFyi9a1eWTg7514iY9wY6eS%252BFw41ykO2XxlXe4AzuQjO66ExTfECumCw2Zxr9oDCa9QKbvncJYTsxDY6mUYEdUIC2U9ThOEtOYFv59ua6pP%252F1DGfl0bVOYggwhMPHtoRusJ3DuOYX2EJqdw0gUjHEQ4j2oXvVp9sR8bFrzyOgsBKWIE%252Bz639Hm1XcF4Rvl0BG%252BfJ2d7ZIxk6ztw0aMOisRcw%252B6lATd4%252BIFY8NTbe%252BzdZHSuXDqtrkc%252FMEiwJNJYv0%252FhFuYW5%252BkYmflrEAOZEDX9ML9HZpoeawnkHmwgqpAbhy1vz2FLaZJ%252FR1gjIA0ScU4yVdoGVDi5yXaSleXrs9X9vs%253D%7Campid%3APL_CLK%7Cclp%3A2499334,$55,15.8,"",cleaning.out.mycloset,https://www.ebay.com/usr/cleaning.out.mycloset?_trksid=p2047675.l2559,100% Positive feedback,Black,New Balance,,
new balance mens cruzv2 fresh foam running shoe in black sz 8-11 d new,https://www.ebay.com/itm/223938255403?hash=item3423c29a2b:g:VP0AAOSwp7xeYoAk&var=522685110752,$53.99,0,"",premiumstadiumgoods,https://www.ebay.com/usr/premiumstadiumgoods?_trksid=p2047675.l2559,99.5% Positive feedback,Black,New Balance,,
new balance mens ct1500 shoes black with grey,https://www.ebay.com/itm/184692992477?_trkparms=ispr%3D1&hash=item2b008f69dd:g:snoAAOSwKX1gP7zZ&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiVOxdKebFepbzBLdar3mpU3kvIPtJAeWtn1cnb7Uze5bGKp0kOkqDrYP7P%252FpvbgtkN5mKVLPPrvlvwqmZvbCnIL9gU7JFCQs0u%252BfPfOFppQ%252FFswgl6B8Xx%252BQWU0YFZXmz6cTjwsIoFuoZsh%252Bge9eXE5MCG0KkFIFczU28ByizpBDJlgnXXp35l%252BftDafAc5mMte7VOoLaKrY0PnxlddfQdIAHDrdODOUlz6CiCnS7h5mCr6ZNK687SN%252FNBB%252FY8wRe53U6I0gCPS5O3fjnaMkvasdA6MuDv2eTmCr3yrBnou%252Fx3zU9xW7Ocjw4hr2UqlGnNPZJaCTtIdyG7n91rWKq7jS06EcjL4uHkzOeGvfikKPWW3t0Tn5Wp9zSHWGy%252FvclaOjB%252F%252F%252FWV5cxkf5tYwJ69HvXumrYkTGUQUffJ7wGWmIXTy75OU%252BRK8WEs%252Fp5a1nW%252Bq4EwcNxpzOw%252FssZw16cbSy0jwsaJXg1DK5XTcveWjNMguUSWd2Elr1E70MZTwF6fcQOs3VFzswM8yicuTkrUs%252FuQSBRUvWvQAE37%252BwM7o5AMz%252BrclbxO0NYv220AqhuOnfxzxN9GviOeoJrJFwzRTsMNliCdrv5MOltqW08hrlCNlYfFuMq3hdai%252FZ3oV4vOWawBDxV6%252F%252BeS%252BnyhleGVu5kavw8sNgco9gzolDYlo1x6XJMQtG6oLq8qUpYHQzkUJTvAzm0DPaYCfbz1WpsUtphlv6eL3zBZ8oabVGWq6LHGKhtMsnZft7zqNO1vbGrrF15KaF4qoKQ8Z3CVsLFGa4E%252Fi120rHQxCxFtGvf2avbm0VnXUkd6wiLtYx5FGv%7Campid%3APL_CLK%7Cclp%3A2499334&var=692424291325,$79.99,0,"",joesoutlet,https://www.ebay.com/usr/joesoutlet?_trksid=p2047675.l2559,98.4% Positive feedback,Black,New Balance,500,
new balance mens ct1500 shoes white with white,https://www.ebay.com/itm/324541921659?_trkparms=ispr%3D1&hash=item4b9034b97b:g:wZgAAOSwED9hZfTc&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSOsplSiqug7sS7XxKGLiF3zhaFpL%252FA8OBK%252BpqAzUfViqjQJkm7Ny7h4YIifFKTg9R0Z1hy%252B6ftlkihYPuf2bSWbrLFnLPiRL%252FJYz9RBcFcJsBVe0dctkHa2C5RV6VrRYdlC8JDy2aJNU1E%252F5jcUfgrUNa7GEPzjjesd7CuCUtx%252FIsvEok9J%252BWiWaW9JUJXxumcPC5ZhLiubvr39xrKtdBGUqVK0IXeiwg90yvKqF%252BCm0JOJHAFRCeDpWOqL2N3S2eSsB%252FDVYQ8tXmb55BRiKbxDUBdZPXf1LXgEiAHwsX5wf%252B3Nsl3jNKwbGjC%252BUuQinaV1fWWTql9RFCu6c5uHJ8ZUhWkvmvwi1DoIix50tLGnW9d0avM%252BSUrOH0YxpY4%252F4%252FIC2CrTitjQxqm%252BvKTQ%252FZR82y%252FAp9nLsnvF8tiS7zhfyA6Yefs2r4cvHZ8SmV5oliyBf%252Bu6FhBeMZfh7%252Bb%252BtiVn2GPmlJNE%252FM0OSEu%252BH6DiruFRbi21uPOtKa8hQdywGCIcboyIB5l9Zu8F1N39w89dhsMSyiJLqLHjrcUKcahflhH3DGlp0NH%252BTI3Yte5F6%252BHuewLvyvyLoH%252FP2ErqClsztL1MscH%252BMgzTcJ457Kig5k%252FS0tOMy3NABOaMt%252B8XEJdAS3DcFHCLqzdsE40scpPTrbzjAknzpF7VWbOEcwE6I3WIUdnsrza8qJ6boC8P7JCK%252BK2Kr5ij1KobeTIQHVrzhrX19x6Ia4o1oAC35pZlTq5Gwlv6GzM%252FXvq%252FmhJYZBduDAbDOW8oYR3W9FZKtAJ8ZVwtTHFCjZi8pEWnF7VIvZ7K2%252FrGTIAgMDjUjRCCj4%7Campid%3APL_CLK%7Cclp%3A2499334&var=513656634589,$79.99,0,"",joesoutlet,https://www.ebay.com/usr/joesoutlet?_trksid=p2047675.l2559,98.4% Positive feedback,White,New Balance,500,
