listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_color,listing_brand,listing_model,listing_size
adidas strutter training eg2655 nwt men’s shoessize11 white black red athletic,,$52.99,12.95,"",kmwithcm,https://www.ebay.com/usr/kmwithcm?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,,
adidas strutter wide low sneakers sport trainer men shoes white/blue size 10 new,,$209.97,38.97,"",amazon_kicks_2600,https://www.ebay.com/usr/amazon_kicks_2600?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 10
adidas supercourt men’s shoes size 10 white causal sneakers,,$70,14.25,"",to-432500,https://www.ebay.com/usr/to-432500?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 10
adidas supercourt men’s shoes size 10 white causal sneakers,,$70,14.25,"",to-432500,https://www.ebay.com/usr/to-432500?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Court,Size 10
adidas supercourt men's athletic sneakers casual shoes real leather new ee6037,,$95,0,"","","","",White,adidas,,
adidas supercourt men's athletic sneakers casual shoes real leather new ee6037,,$95,0,"","","","",White,adidas,Court,
adidas supercourt men's athletic sneakers classic shoes black ee6038,,$95,0,"","","","",Black,adidas,,
adidas supercourt men's athletic sneakers classic shoes black ee6038,,$95,0,"","","","",Black,adidas,Court,
adidas supercourt originals men's sneakers black/linen/gold/white nib,,$69,0,"",victorialynn.finds,https://www.ebay.com/usr/victorialynn.finds?_trksid=p2047675.l2559,99.8% Positive feedback,White,adidas,,
adidas supercourt originals men's sneakers black/linen/gold/white nib,,$69,0,"",victorialynn.finds,https://www.ebay.com/usr/victorialynn.finds?_trksid=p2047675.l2559,99.8% Positive feedback,White,adidas,Court,
adidas supernova boost winter ready waterproof running fv4761 mens size 11 nib,,$129.98,0,"","","","",Black,adidas,,Size 11
adidas supernova boost winter ready waterproof running fv4761 mens size 11 nib,,$129.98,0,"","","","",Black,adidas,Boosts,Size 11
adidas supernova high performance men's running sneakers shoes white / navy,,$120,25.26,"",mp3gadgetsmal,https://www.ebay.com/usr/mp3gadgetsmal?_trksid=p2047675.l2559,99.7% Positive feedback,Blue,adidas,,
adidas supernova m boost white grey black men running shoes sneakers fv6026,,$169.98,0,"","","","",White,adidas,,
adidas supernova m boost white grey black men running shoes sneakers fv6026,,$84.99,0,"","","","",White,adidas,Boosts,
adidas supernova m prime green running shoes pink/black fv6032 men's size 8 new,,$205.98,0,Authenticity Guarantee,"","","",Black,adidas,,Size 8
adidas supernova m signal pink black gold men road running shoes boost fv6032,,$89.99,0,"","","","",Red,adidas,,
adidas supernova m signal pink black gold men road running shoes boost fv6032,,$89.99,0,"","","","",Red,adidas,Boosts,
adidas supernova mens running sneakers shoes - blue,,$239.97,0,"",official_shoebacca,https://www.ebay.com/usr/official_shoebacca?_trksid=p2047675.l2559,98.5% Positive feedback,Blue,adidas,,
"adidas supernova mens running sneakers shoes size 9 - blue,white",,$70,14.65,"","","","",Blue,adidas,,Size 9
"adidas supernova mens running sneakers shoes size 9 - blue,white",,$140,29.3,"",adelmun56,https://www.ebay.com/usr/adelmun56?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 9
adidas supernova sequence 6 white/black/blue sneakers #d66755 men’s 10,,$59.99,12.57,"","","","",Blue,adidas,,
adidas supernova sequence 6 white/black/blue sneakers #d66755 men’s 10,,$119.98,25.14,"",firekicks836,https://www.ebay.com/usr/firekicks836?_trksid=p2047675.l2559,99.4% Positive feedback,Blue,adidas,,
adidas supernova shoes - mens running - s42722,,$159.9,0,"","","","",Black,adidas,,
adidas supernova st aktiv grey/blue/red running shoes da9658 men's size 13,,$101.99,0,Authenticity Guarantee,"","","",Blue,adidas,,Size 13
adidas supernova st aktiv grey/blue/red running shoes da9658 men's size 13,,$203.98,0,Authenticity Guarantee,"","","",Red,adidas,,Size 13
"adidas supernova st mens running sneakers shoes - blue,white",,$69.99,0,"",official_shoebacca,https://www.ebay.com/usr/official_shoebacca?_trksid=p2047675.l2559,98.5% Positive feedback,Blue,adidas,,
"adidas supernova st mens running sneakers shoes - blue,white",,$139.98,0,"",official_shoebacca,https://www.ebay.com/usr/official_shoebacca?_trksid=p2047675.l2559,98.5% Positive feedback,White,adidas,,
adidas supernova tokyo mens size 13 casual running shoe blue white sneaker new,,$200,0,Authenticity Guarantee,jamjoathletics,https://www.ebay.com/usr/jamjoathletics?_trksid=p2047675.l2559,99.9% Positive feedback,Blue,adidas,,Size 13
"adidas supernova winter.rdy mens running sneakers shoes - black,green - size",,$159.98,0,"",official_shoebacca,https://www.ebay.com/usr/official_shoebacca?_trksid=p2047675.l2559,98.5% Positive feedback,Black,adidas,,
"adidas supernova winter.rdy mens running sneakers shoes - black,grey - size",,$179.98,0,"",official_shoebacca,https://www.ebay.com/usr/official_shoebacca?_trksid=p2047675.l2559,98.5% Positive feedback,Black,adidas,,
adidas supernova+ mens running sneakers shoes - blue,,$199.98,0,"",official_shoebacca,https://www.ebay.com/usr/official_shoebacca?_trksid=p2047675.l2559,98.5% Positive feedback,Blue,adidas,,
adidas superstar 2 year of the horse white gold black red [d65601] men size 9,,$199.99,0,Authenticity Guarantee,"","","",Red,adidas,,Size 9
adidas superstar 2 year of the horse white gold black red [d65601] men size 9,,$199.99,0,Authenticity Guarantee,"","","",Red,adidas,Superstar,Size 9
adidas superstar 3 stripe original white eg4960 brand new ds authentic size 8,,$79.99,0,"","","","",White,adidas,,Size 8
adidas superstar 3 stripe original white eg4960 brand new ds authentic size 8,,$79.99,0,"","","","",White,adidas,Superstar,Size 8
adidas superstar 35th anniversary red hot chili peppers 2005 us 9 sneakers,,$550,22.87,Authenticity Guarantee,javasnow,https://www.ebay.com/usr/javasnow?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,,
adidas superstar 35th anniversary red hot chili peppers 2005 us 9 sneakers,,$550,22.87,Authenticity Guarantee,javasnow,https://www.ebay.com/usr/javasnow?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,Superstar,
adidas superstar 50 run dmc jam master jay black white fx7617 size 9,,$100,0,Authenticity Guarantee,rahwaycollector,https://www.ebay.com/usr/rahwaycollector?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,Size 9
adidas superstar 50 run dmc jam master jay black white fx7617 size 9,,$100,0,Authenticity Guarantee,rahwaycollector,https://www.ebay.com/usr/rahwaycollector?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,Superstar,Size 9
adidas superstar 50 run dmc mens leather shoes white red black fx7616 new multi,,$100,0,Authenticity Guarantee,"","","",White,adidas,,
adidas superstar 50 run dmc mens leather shoes white red black fx7616 new multi,,$100,0,Authenticity Guarantee,"","","",White,adidas,Superstar,
adidas superstar 50 run dmc white size 10 nib in hand,,$110,0,Authenticity Guarantee,"","","",White,adidas,,Size 10
adidas superstar 50 run dmc white size 10 nib in hand,,$220,0,Authenticity Guarantee,rixkixpdx,https://www.ebay.com/usr/rixkixpdx?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 10
adidas superstar 50 run dmc white size 10 nib in hand,,$110,0,Authenticity Guarantee,rixkixpdx,https://www.ebay.com/usr/rixkixpdx?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,Size 10
adidas superstar 80 x blondey mccoy h01022 clear black men us 7 new authentic,,$159,14.25,Authenticity Guarantee,"","","",Black,adidas,,
adidas superstar 80 x blondey mccoy h01022 clear black men us 7 new authentic,,$159,14.25,Authenticity Guarantee,"","","",Black,adidas,Superstar,
adidas superstar 80's g61070 men's white black off white new in box,,$69.99,0,"","","","",White,adidas,,
adidas superstar 80's g61070 men's white black off white new in box,,$69.99,0,"","","","",White,adidas,Superstar,
adidas superstar 80s white bb9485 mens running sneakers slam jam,,$99.2,0,"",nikeshoeaddict,https://www.ebay.com/usr/nikeshoeaddict?_trksid=p2047675.l2559,99.4% Positive feedback,White,adidas,,
adidas superstar 80s white bb9485 mens running sneakers slam jam,,$99.2,0,"",nikeshoeaddict,https://www.ebay.com/usr/nikeshoeaddict?_trksid=p2047675.l2559,99.4% Positive feedback,White,adidas,Superstar,
adidas superstar adv fv0322 men's casual sneakers classic shoes white/black/gold,,$89.99,0,"","","","",Black,adidas,,
adidas superstar adv fv0322 men's casual sneakers classic shoes white/black/gold,,$89.99,0,"","","","",Black,adidas,Superstar,
adidas superstar adv split cloud white core black scarface 10,,$125,14,Authenticity Guarantee,"","","",White,adidas,,
adidas superstar adv split cloud white core black scarface 10,,$125,14,Authenticity Guarantee,"","","",White,adidas,Superstar,
adidas superstar arizona tea pink teal gz2861 sneakers-new-extra laces in pouch,,$179.98,0,"","","","",Blue,adidas,,
adidas superstar arizona tea pink teal gz2861 sneakers-new-extra laces in pouch,,$89.99,0,"","","","",Blue,adidas,Superstar,
adidas superstar blondey black - size 10 (brand new),,$94.99,14.25,"","","","",White,adidas,,Size 10
adidas superstar blondey black - size 10 (brand new),,$94.99,14.25,"","","","",White,adidas,Superstar,Size 10
adidas superstar blondey mccoy 7 black white sold out in hand - free shipping!,,$150,0,Authenticity Guarantee,"","","",Black,adidas,,
adidas superstar blondey mccoy 7 black white sold out in hand - free shipping!,,$150,0,Authenticity Guarantee,"","","",Black,adidas,Superstar,
adidas superstar blondey mccoy black white size 8 h01022 - in hand/ fast ship!,,$169.99,9.99,Authenticity Guarantee,"","","",Black,adidas,,Size 8
adidas superstar blondey mccoy black white size 8 h01022 - in hand/ fast ship!,,$339.98,19.98,Authenticity Guarantee,"","","",White,adidas,,Size 8
adidas superstar blondey mccoy black white size 8 h01022 - in hand/ fast ship!,,$169.99,9.99,Authenticity Guarantee,"","","",White,adidas,Superstar,Size 8
adidas superstar blondey mccoy starlight blue size 8 in-hand-deadstock,,$151.97,0,Authenticity Guarantee,kxswap,https://www.ebay.com/usr/kxswap?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 8
adidas superstar blondey mccoy starlight blue size 8 in-hand-deadstock,,$151.97,0,Authenticity Guarantee,kxswap,https://www.ebay.com/usr/kxswap?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,Superstar,Size 8
adidas superstar boost mens originals sneakers off white bb0187 us 8 eu 41,,$198,30,"","","","",White,adidas,,
adidas superstar boost mens originals sneakers off white bb0187 us 8 eu 41,,$99,15,"","","","",White,adidas,Superstar,
adidas superstar casual men's white - black - gold authentic brand new in box us,,$144.99,0,Authenticity Guarantee,t-maya,https://www.ebay.com/usr/t-maya?_trksid=p2047675.l2559,99.2% Positive feedback,White,adidas,,
adidas superstar casual men's white - black - gold authentic brand new in box us,,$144.99,0,Authenticity Guarantee,t-maya,https://www.ebay.com/usr/t-maya?_trksid=p2047675.l2559,99.2% Positive feedback,White,adidas,Superstar,
adidas superstar foundation cp9503 white/pink/gold (men's 11),,$54.99,12,"","","","",White,adidas,,
adidas superstar foundation cp9503 white/pink/gold (men's 11),,$54.99,12,"",all-sports41,https://www.ebay.com/usr/all-sports41?_trksid=p2047675.l2559,99.8% Positive feedback,White,adidas,,
adidas superstar foundation cp9503 white/pink/gold (men's 11),,$54.99,12,"",all-sports41,https://www.ebay.com/usr/all-sports41?_trksid=p2047675.l2559,99.8% Positive feedback,White,adidas,Superstar,
adidas superstar foundation mens shoes size 10 white & navy leather brand new,,$65,12,"",allstarinc,https://www.ebay.com/usr/allstarinc?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 10
adidas superstar foundation mens shoes size 10 white & navy leather brand new,,$65,12,"",allstarinc,https://www.ebay.com/usr/allstarinc?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,Superstar,Size 10
adidas superstar fr women's running shoes casual burgundy fw8160,,$79.99,19.99,"",amigo-outdoor,https://www.ebay.com/usr/amigo-outdoor?_trksid=p2047675.l2559,98.1% Positive feedback,Red,adidas,,
adidas superstar fr women's running shoes casual burgundy fw8160,,$79.99,19.99,"",amigo-outdoor,https://www.ebay.com/usr/amigo-outdoor?_trksid=p2047675.l2559,98.1% Positive feedback,Red,adidas,Superstar,
adidas superstar fy1147,,$95,21.15,"","","","",White,adidas,,
adidas superstar fy1147,,$95,21.15,"","","","",White,adidas,Superstar,
adidas superstar fy2826 men's white/royal blue leather low top sneaker shoe bs99,,$129.98,0,"","","","",Blue,adidas,,
adidas superstar fy2826 men's white/royal blue leather low top sneaker shoe bs99,,$64.99,0,"","","","",Blue,adidas,Superstar,
adidas superstar grid mens aq8333 white black leather shell toe shoes size 7,,$89.99,0,"","","","",Black,adidas,,Size 7
adidas superstar grid mens aq8333 white black leather shell toe shoes size 7,,$179.98,0,"","","","",White,adidas,,Size 7
adidas superstar grid mens aq8333 white black leather shell toe shoes size 7,,$89.99,0,"","","","",White,adidas,Superstar,Size 7
adidas superstar ii original mens shoes sz 7 white blue sneaker leather 351473,,$66.49,11.35,"",talybeor,https://www.ebay.com/usr/talybeor?_trksid=p2047675.l2559,99.7% Positive feedback,White,adidas,Superstar,
adidas superstar ii original mens shoessize7 white blue sneaker leather 351473,,$66.49,11.35,"",talybeor,https://www.ebay.com/usr/talybeor?_trksid=p2047675.l2559,99.7% Positive feedback,Blue,adidas,,
adidas superstar ii original mens shoessize7 white blue sneaker leather 351473,,$66.49,11.35,"",talybeor,https://www.ebay.com/usr/talybeor?_trksid=p2047675.l2559,99.7% Positive feedback,White,adidas,,
adidas superstar ii size 10 white royal blue mens shoe sneaker g21923,,$69.99,0,"",sole_rewind,https://www.ebay.com/usr/sole_rewind?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 10
adidas superstar ii size 10 white royal blue mens shoe sneaker g21923,,$69.99,0,"",sole_rewind,https://www.ebay.com/usr/sole_rewind?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,Superstar,Size 10
adidas superstar la marque aux 3 banded fu9520 men’s black leather sneakers 11,,$69.99,10,"",vake987,https://www.ebay.com/usr/vake987?_trksid=p2047675.l2559,99.2% Positive feedback,Black,adidas,,
adidas superstar la marque aux 3 banded fu9520 men’s black leather sneakers 11,,$69.99,10,"",vake987,https://www.ebay.com/usr/vake987?_trksid=p2047675.l2559,99.2% Positive feedback,Black,adidas,Superstar,
adidas superstar lego white black men's sneakers shoes size 13,,$250,0,Authenticity Guarantee,"","","",Black,adidas,,Size 13
adidas superstar lego white black men's sneakers shoes size 13,,$500,0,Authenticity Guarantee,"","","",White,adidas,,Size 13
adidas superstar lego white black men's sneakers shoes size 13,,$250,0,Authenticity Guarantee,"","","",White,adidas,Superstar,Size 13
adidas superstar low sneakers unisex men size 6 = women size 8 shoes pink new,,$79.99,12.99,"","","","",White,adidas,,Size 6
adidas superstar low sneakers unisex men size 6 = women size 8 shoes pink new,,$79.99,12.99,"",amazon_kicks_2600,https://www.ebay.com/usr/amazon_kicks_2600?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 6
adidas superstar low sneakers unisex men size 6 = women size 8 shoes pink new,,$79.99,12.99,"",amazon_kicks_2600,https://www.ebay.com/usr/amazon_kicks_2600?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,Size 8
adidas superstar low sneakers unisex men size 7 = women size 8 shoes white new,,$79.99,9.99,"",amazon_kicks_2600,https://www.ebay.com/usr/amazon_kicks_2600?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 7
adidas superstar low sneakers unisex men size 7 = women size 8 shoes white new,,$79.99,9.99,"",amazon_kicks_2600,https://www.ebay.com/usr/amazon_kicks_2600?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,Size 8
adidas superstar low sneakers unisex men sz 7 / women sz 8 shoes white new,,$74.99,12.99,"",godheis-1,https://www.ebay.com/usr/godheis-1?_trksid=p2047675.l2559,99.5% Positive feedback,White,adidas,Superstar,
adidas superstar low sneakers unisex mensize7 / womensize8 shoes white new,,$74.99,12.99,"",godheis-1,https://www.ebay.com/usr/godheis-1?_trksid=p2047675.l2559,99.5% Positive feedback,White,adidas,,
adidas superstar men shoes size 10 core black classic leather sneakers- fu9520,,$94,14.25,"","","","",Black,adidas,,Size 10
adidas superstar men shoes size 10 core black classic leather sneakers- fu9520,,$94,14.25,"",to-432500,https://www.ebay.com/usr/to-432500?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,Size 10
adidas superstar men shoes size 10 core black classic leather sneakers- fu9520,,$94,14.25,"",to-432500,https://www.ebay.com/usr/to-432500?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,Superstar,Size 10
adidas superstar men's pure white sneaker size 13 fz2153,,$59.99,0,"","","","",White,adidas,,Size 13
adidas superstar men's pure white sneaker size 13 fz2153,,$59.99,0,"","","","",White,adidas,Superstar,Size 13
adidas superstar men's shoes cloud white-glow orange h00128,,$170,15.9,"",right_boot_forward,https://www.ebay.com/usr/right_boot_forward?_trksid=p2047675.l2559,99.6% Positive feedback,White,adidas,,
adidas superstar men's shoes cloud white-glow orange h00128,,$85,7.95,"",right_boot_forward,https://www.ebay.com/usr/right_boot_forward?_trksid=p2047675.l2559,99.6% Positive feedback,White,adidas,Superstar,
adidas superstar mens shoes collegiate burgundy-cloud white-ash grey bd7416,,$74.95,4.95,"","","","",Red,adidas,,
adidas superstar mens shoes collegiate burgundy-cloud white-ash grey bd7416,,$74.95,4.95,"","","","",Red,adidas,Superstar,
adidas superstar men's shoes running white ftw-core black c77124,,$239.85,0,"","","","",White,adidas,,
adidas superstar men's shoes running white ftw-core black c77124,,$79.95,0,"","","","",White,adidas,Superstar,
"adidas superstar mens shoes size 9, color: black/blue/white",,$79.9,0,"",myshoespot,https://www.ebay.com/usr/myshoespot?_trksid=p2047675.l2559,98.4% Positive feedback,Blue,adidas,,Size 9
"adidas superstar mens shoes size 9, color: black/blue/white",,$79.9,0,"",myshoespot,https://www.ebay.com/usr/myshoespot?_trksid=p2047675.l2559,98.4% Positive feedback,White,adidas,,Size 9
"adidas superstar mens shoes size 9, color: black/blue/white",,$79.9,0,"",myshoespot,https://www.ebay.com/usr/myshoespot?_trksid=p2047675.l2559,98.4% Positive feedback,White,adidas,Superstar,Size 9
adidas superstar mens size 11 white/core black c77124 sneakers,,$74.99,11.35,"","","","",White,adidas,,Size 11
adidas superstar mens size 11 white/core black c77124 sneakers,,$74.99,11.35,"","","","",White,adidas,Superstar,Size 11
adidas superstar mens size 12 retro casual shoe white black gym sneaker new,,$99.99,0,"",jamjoathletics,https://www.ebay.com/usr/jamjoathletics?_trksid=p2047675.l2559,99.9% Positive feedback,White,adidas,,Size 12
adidas superstar mens size 12 retro casual shoe white black gym sneaker new,,$99.99,0,"",jamjoathletics,https://www.ebay.com/usr/jamjoathletics?_trksid=p2047675.l2559,99.9% Positive feedback,White,adidas,Superstar,Size 12
adidas superstar mens size 8 fu9520 black green blue red leather shell shoes,,$107.1,0,Authenticity Guarantee,"","","",Red,adidas,,Size 8
adidas superstar mens size 8 fu9520 black green blue red leather shell shoes,,$107.1,0,Authenticity Guarantee,1060projects,https://www.ebay.com/usr/1060projects?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,Size 8
adidas superstar mens size 8 fu9520 black green blue red leather shell shoes,,$107.1,0,Authenticity Guarantee,1060projects,https://www.ebay.com/usr/1060projects?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,,Size 8
adidas superstar mens size 8 fu9520 black green blue red leather shell shoes,,$107.1,0,Authenticity Guarantee,1060projects,https://www.ebay.com/usr/1060projects?_trksid=p2047675.l2559,100% Positive feedback,Red,adidas,Superstar,Size 8
adidas superstar mens sneakers gw2415 casual shoes white,,$88.97,39.97,"",aucmcworld,https://www.ebay.com/usr/aucmcworld?_trksid=p2047675.l2559,93.5% Positive feedback,White,adidas,,
adidas superstar mens sneakers gw2415 casual shoes white,,$88.97,39.97,"",aucmcworld,https://www.ebay.com/usr/aucmcworld?_trksid=p2047675.l2559,93.5% Positive feedback,White,adidas,Superstar,
adidas superstar mens white fashion trainers - 8 us m - 9 us w,,$88.2,21,"","","","",White,adidas,,
adidas superstar mens white fashion trainers - 8 us m - 9 us w,,$88.2,21,"","","","",White,adidas,Superstar,
adidas superstar mg men’s shoes size 10 classic black/white casual sneakers,,$90,14.25,"",to-432500,https://www.ebay.com/usr/to-432500?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 10
adidas superstar mg men’s shoes size 10 classic black/white casual sneakers,,$90,14.25,"",to-432500,https://www.ebay.com/usr/to-432500?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,Size 10
adidas superstar original leather lo sneakers men shoes white/blue size 11 new,,$100,0,Authenticity Guarantee,godheis-1,https://www.ebay.com/usr/godheis-1?_trksid=p2047675.l2559,99.5% Positive feedback,White,adidas,,Size 11
adidas superstar original leather lo sneakers men shoes white/blue size 11 new,,$100,0,Authenticity Guarantee,godheis-1,https://www.ebay.com/usr/godheis-1?_trksid=p2047675.l2559,99.5% Positive feedback,White,adidas,Superstar,Size 11
adidas superstar original size men's 7 - off white 2021 (nwt and box),,$75,5.99,"","","","",White,adidas,,
adidas superstar original size men's 7 - off white 2021 (nwt and box),,$75,5.99,"","","","",White,adidas,Superstar,
adidas superstar originals adv white/black/gold metallic size 12,,$74,12.7,"","","","",White,adidas,,Size 12
adidas superstar originals adv white/black/gold metallic size 12,,$74,12.7,"",premiumgear86,https://www.ebay.com/usr/premiumgear86?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 12
adidas superstar originals adv white/black/gold metallic size 12,,$74,12.7,"",premiumgear86,https://www.ebay.com/usr/premiumgear86?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,Size 12
adidas superstar originals gy8066 men's sneaker white multicolor rainbow vegan,,$74.99,0,"",jjsneakersnyc,https://www.ebay.com/usr/jjsneakersnyc?_trksid=p2047675.l2559,93.8% Positive feedback,White,adidas,,
adidas superstar originals gy8066 men's sneaker white multicolor rainbow vegan,,$74.99,0,"",jjsneakersnyc,https://www.ebay.com/usr/jjsneakersnyc?_trksid=p2047675.l2559,93.8% Positive feedback,White,adidas,Superstar,
adidas superstar pleasures black red gy5691 brown size 10 new,,$375,29.4,Authenticity Guarantee,"","","",Red,adidas,,Size 10
adidas superstar pleasures black red gy5691 brown size 10 new,,$125,9.8,Authenticity Guarantee,"","","",Red,adidas,Superstar,Size 10
adidas superstar pure white men's sneakers size 12 fz2153,,$59.99,0,"","","","",White,adidas,,Size 12
adidas superstar pure white men's sneakers size 12 fz2153,,$59.99,0,"","","","",White,adidas,Superstar,Size 12
adidas superstar slipon men's low-top sneakers black or white casual shoes new,,$128.29,0,"",sportex24,https://www.ebay.com/usr/sportex24?_trksid=p2047675.l2559,99.6% Positive feedback,Black,adidas,,
adidas superstar slipon men's low-top sneakers black or white casual shoes new,,$128.29,0,"",sportex24,https://www.ebay.com/usr/sportex24?_trksid=p2047675.l2559,99.6% Positive feedback,White,adidas,,
adidas superstar slipon men's low-top sneakers black or white casual shoes new,,$128.29,0,"",sportex24,https://www.ebay.com/usr/sportex24?_trksid=p2047675.l2559,99.6% Positive feedback,White,adidas,Superstar,
adidas superstar trefoil fy2824 white/black size 11 mens nib,,$75,0,"","","","",Black,adidas,,Size 11
adidas superstar trefoil fy2824 white/black size 11 mens nib,,$225,0,"","","","",White,adidas,,Size 11
adidas superstar trefoil fy2824 white/black size 11 mens nib,,$75,0,"","","","",White,adidas,Superstar,Size 11
adidas superstar vulc adv leather black gold red d68721 (334) men's shoes,,$74.99,21.15,"",discountboardshop,https://www.ebay.com/usr/discountboardshop?_trksid=p2047675.l2559,99.5% Positive feedback,Black,adidas,,
adidas superstar vulc adv leather black gold red d68721 (334) men's shoes,,$74.99,21.15,"",discountboardshop,https://www.ebay.com/usr/discountboardshop?_trksid=p2047675.l2559,99.5% Positive feedback,Black,adidas,Superstar,
adidas superstar vulc adv mens suede skateboard shoes black white 11,,$67.99,13.05,"",redlightgreenligh,https://www.ebay.com/usr/redlightgreenligh?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,
adidas superstar vulc adv mens suede skateboard shoes black white 11,,$67.99,13.05,"",redlightgreenligh,https://www.ebay.com/usr/redlightgreenligh?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,
adidas superstar vulc adv mens suede skateboard shoes black white 11 12,,$61.19,13.05,"",redlightgreenligh,https://www.ebay.com/usr/redlightgreenligh?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,,
adidas superstar vulc adv mens suede skateboard shoes black white 11 12,,$61.19,13.05,"",redlightgreenligh,https://www.ebay.com/usr/redlightgreenligh?_trksid=p2047675.l2559,100% Positive feedback,Black,adidas,Superstar,
adidas superstar vulc adv white black white skate d68718 (339) men's shoes,,$224.97,63.45,"","","","",White,adidas,,
adidas superstar vulc adv white black white skate d68718 (339) men's shoes,,$74.99,21.15,"","","","",White,adidas,Superstar,
adidas superstar vulc x krooked trainers by gonzales ladies shoes white/blue,,$73.36,11.6,"",nicepricestore24h-germany,https://www.ebay.com/usr/nicepricestore24h-germany?_trksid=p2047675.l2559,99.7% Positive feedback,Blue,adidas,,
adidas superstar vulc x krooked trainers by gonzales ladies shoes white/blue,,$73.36,11.6,"",nicepricestore24h-germany,https://www.ebay.com/usr/nicepricestore24h-germany?_trksid=p2047675.l2559,99.7% Positive feedback,Blue,adidas,Superstar,
adidas superstar weave pack men's shoes tomato-white s77929,,$89.95,4.95,"","","","",Red,adidas,,
adidas superstar weave pack men's shoes tomato-white s77929,,$89.95,4.95,"","","","",Red,adidas,Superstar,
adidas superstar white blue orange size 6,,$74.99,12.7,"","","","",Blue,adidas,,Size 6
adidas superstar white blue orange size 6,,$74.99,12.7,"",premiumgear86,https://www.ebay.com/usr/premiumgear86?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 6
adidas superstar white blue orange size 6,,$74.99,12.7,"",premiumgear86,https://www.ebay.com/usr/premiumgear86?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,,Size 6
adidas superstar white blue orange size 6,,$74.99,12.7,"",premiumgear86,https://www.ebay.com/usr/premiumgear86?_trksid=p2047675.l2559,100% Positive feedback,White,adidas,Superstar,Size 6
adidas superstar white/baby blue size 12,,$100,0,Authenticity Guarantee,k_panganiban,https://www.ebay.com/usr/k_panganiban?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 12
adidas superstar white/baby blue size 12,,$100,0,Authenticity Guarantee,k_panganiban,https://www.ebay.com/usr/k_panganiban?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,Superstar,Size 12
adidas superstar wm white mountaineering mens aq0352 multicolor shoes size 6,,$99.99,0,"","","","",White,adidas,,Size 6
adidas superstar wm white mountaineering mens aq0352 multicolor shoes size 6,,$99.99,0,"","","","",White,adidas,Superstar,Size 6
adidas superstar ws2 henry ruggs gold royal blue shoes gw0847 - men's size 11,,$144.98,0,Authenticity Guarantee,aznthrifthustle,https://www.ebay.com/usr/aznthrifthustle?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,,Size 11
adidas superstar ws2 henry ruggs gold royal blue shoes gw0847 - men's size 11,,$144.98,0,Authenticity Guarantee,aznthrifthustle,https://www.ebay.com/usr/aznthrifthustle?_trksid=p2047675.l2559,100% Positive feedback,Blue,adidas,Superstar,Size 11
adidas superstar x sean wotherspoon super earth fz4724 new -wrong box - read all,,$200,18.6,Authenticity Guarantee,"","","",White,adidas,,
adidas superstar x sean wotherspoon super earth fz4724 new -wrong box - read all,,$100,9.3,Authenticity Guarantee,"","","",White,adidas,Superstar,
adidas superstar x yohji yamamoto 27cm us9 red black,,$544.13,20,"",neko8store,https://www.ebay.com/usr/neko8store?_trksid=p2047675.l2559,98.8% Positive feedback,Black,adidas,,
